"Titularidad","Nombre","Dirección","CP","Municipio","Teléfono","Plazas","URL","Latitud","Longitud","Actualizado","Provincia"
"Pública local","Vivienda tutelada de mayores","Calle Candelaria 19","13114","Robledo (El)","926 78 52 68",10,NA,39.220595,-4.282,"22-09-20 00:14:44","Ciudad Real"
"Privada","Residencia de Mayores El Cristo","Plaza Cristo 4","13410","Agudo","926 73 01 47",71,NA,38.982167,-4.881674,"5-04-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores","Calle Pérez Galdós 72","13740","Torrenueva","926 33 23 93",20,"www.ayuntamientotorrenueva.es/servicios.php?id_tabla=43&pagina=1",38.639902,-3.362002,"14-05-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Hinojosas de Calatrava San Bernardo de Claraval","Calle Lope de Vega 10","13590","Hinojosas de Calatrava","926 47 62 25",10,NA,38.614394,-4.138154,"4-04-20 00:14:44","Ciudad Real"
"Privada","Residencia Estrella del Carmen","Calle Mercurio 2","13400","Almadén","926 26 45 29",30,"www.estrelladelcarmen.es",38.781305,-4.831207,"5-04-20 00:14:44","Ciudad Real"
"Pública local","Residencia de Mayores Virgen de la Blanca","Camino del Santo 21","13160","Torralba de Calatrava","926 81 19 07 / 619 42 66 40",51,NA,39.012232,-3.751851,"5-04-20 00:14:44","Ciudad Real"
"Pública autonómica","Residencia de mayores Don Quijote","Calle Soria s/n (esq. C/ Lugo)","13700","Tomelloso","926 53 98 00",120,"www.amavir.es/residencia-de-mayores-don-quijote",39.147617,-3.017931,"10-04-20 00:14:44","Ciudad Real"
"Privada","Residencia Nuestra Señora de la Antigua","Calle Monjas Franciscas 14","13320","Villanueva de los Infantes","926 36 00 77",40,NA,38.738349,-3.011749,"12-04-20 00:14:44","Ciudad Real"
"Privada","Residencia El Pinar","Calle Francisco Gascón Bueno 1","13580","Almodóvar del Campo","926 44 20 58",80,NA,38.703776,-4.178548,"4-04-20 00:14:44","Ciudad Real"
"Privada","Residencia Albertia Puertollano","Glorieta de España s/n","13500","Puertollano","926 41 50 17",125,"www.albertia.es/residencias/albertia-puertollano",38.686636,-4.096124,"3-04-20 00:14:44","Ciudad Real"
"Privada","Residencia de Mayores Azuer","Camino de Navaseca s/n","13250","Daimiel","926 10 49 01",99,NA,39.08,-3.61949,"7-05-20 00:14:44","Ciudad Real"
"Pública local","Residencia Municipal de Ancianos Santa Quiteria","Calle Santa Quiteria 1","13109","Puebla de Don Rodrigo","926 77 72 95",33,NA,39.083347,-4.615641,"12-09-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores de Porzuna","Calle Toledo 28","13120","Porzuna","926 78 14 68",8,NA,39.146364,-4.151997,"23-04-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores de Mestanza","Calle Santa Catalina 24","13592","Mestanza","926 48 56 99",8,NA,38.57644,-4.069066,"23-04-20 00:14:44","Ciudad Real"
"Privada","Centro de Mayores Campo de Calatrava","Calle Santiago García Caballerón s/n","13270","Almagro","926 26 11 04",105,"www.cmccalatrava.es",38.885681,-3.703522,"3-04-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores","Calle Jesús Romero 29","13600","Alcázar de San Juan","926 54 76 04",8,NA,39.387737,-3.212459,"12-08-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de la 3ª Edad","Calle San Antonio 43","13700","Tomelloso","926 50 67 77 / 926 50 24 61",8,NA,39.159194,-3.030515,"3-04-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia Virgen del Rosario","Calle San Juan 11","13600","Alcázar de San Juan","926 54 28 58",13,NA,39.387598,-3.209834,"6-05-20 00:14:44","Ciudad Real"
"Pública local","Residencia de Mayores Almadén","Avenida de Puertollano 14","13400","Almadén","926 71 30 99",40,NA,38.772362,-4.829804,"11-07-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores de Alcubillas","Calle Esperanza 1","13391","Alcubillas","926 35 62 16",8,NA,38.753635,-3.136897,"10-05-20 00:14:44","Ciudad Real"
"Pública local","Vivienda de Mayores de Torre de Juan Abad","Calle Real 14","13344","Torre de Juan Abad","926 38 35 23 / 926 38 30 01",8,NA,38.581637,-3.060625,"4-08-20 00:14:44","Ciudad Real"
"Pública autonómica","Residencia Ilunion Sociosanitario La Rosa del Azafrán","Avenida de la Romería 18","13240","Solana (La)","926 64 85 58",120,"sociosanitario.ilunion.com/servicios/centros-residenciales/castilla-la-mancha-ciudad-real/la-solana-residencia-para-mayores-y",38.949662,-3.232943,"6-05-20 00:14:44","Ciudad Real"
"Pública local","Vivienda municipal de mayores","Calle Quevedo 8","13750","Castellar de Santiago","926 34 03 42 / 926 34 04 60",10,NA,38.538967,-3.271173,"25-09-20 00:14:44","Ciudad Real"
"Pública autonómica","Residencia de mayores Nuestra Señora del Carmen","Ronda de Toledo 19","13005","Ciudad Real","926 22 12 14 / 926 22 03 12",109,NA,38.995072,-3.925355,"9-04-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia de Ancianos La Milagrosa","Calle Alfonso Mellado 2","13200","Manzanares","926 61 23 63",100,NA,39.000713,-3.371711,"4-04-20 00:14:44","Ciudad Real"
"Pública autonómica","Residencia de Mayores","Calle Daimiel 3","13500","Puertollano","926 42 31 00 / 926 42 31 04 / 926 42 31 08",222,NA,38.703947,-4.110464,"4-04-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia de Ancianos Enfermos Crónicos Nuestra Señora de Fátima","Calle Párroco Isidoro Castellanos 54","13400","Almadén","926 71 19 38",80,NA,38.774361,-4.824664,"12-09-20 00:14:44","Ciudad Real"
"Privada","DomusVi Monte Val","Calle Amapola 38","13300","Valdepeñas","926 32 32 00",146,"www.domusvi.es/residencia-mayores-ciudad-real-valdepenas-monte-val",38.770952,-3.382376,"6-07-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia de Ancianos de Albaladejo Amparo y Eloy Rodado","Calle Mayor 36","13340","Albaladejo","926 35 80 30",31,NA,38.618049,-2.805198,"3-04-20 00:14:44","Ciudad Real"
"Privada","STS Las Cármenes","Avenida Ciudad Real s/n","13195","Poblete","926 83 69 80",215,"www.stsgrup.org/es/porfolio/sts-las-carmenes-es",38.940027,-3.976342,"10-04-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia de Ancianos Aura Santa Bárbara","Avenida de España 12","13400","Almadén","926 71 11 99",73,"www.auraandalaucia.es/ficha-centro/15/aura-santa-barbara/",38.775471,-4.828007,"12-09-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Residencia San Francisco","Avenida San Antón 36","13640","Herencia","926 57 11 12",24,NA,39.361701,-3.35756,"8-04-20 00:14:44","Ciudad Real"
"Privada","Residencia de mayores Nuestra Señora de la Merced","Avenida de Alcázar de San Juan s/n","13640","Herencia","926 57 25 55",124,NA,39.375477,-3.340424,"4-04-20 00:14:44","Ciudad Real"
"Pública local","Vivienda Tutelada de Mayores de Puebla del Príncipe","Avenida Tierno Galván 15","13342","Puebla del Príncipe","926 69 41 18",8,NA,38.566424,-2.925167,"14-05-20 00:14:44","Ciudad Real"
"Privada sin fin de lucro","Hogar Santa María Josefa","Barrio Duque de San Fernando 2","13320","Villanueva de los Infantes","926 36 10 53",16,NA,38.734366,-3.011518,"9-03-20 00:14:44","Ciudad Real"
"Pública local","Residencia Geriátrica Nuestra Señora Oreto y Zuqueca","Calle Epifanio Novalbos Valbuena 8","13360","Granátula de Calatrava","926 86 83 24 / 605 90 33 52",21,NA,38.797712,-3.740827,"9-03-20 00:14:44","Ciudad Real"
"Pública local","Residencia municipal El Calvario","Calle Calvario 1","14970","Iznájar","957 53 47 35",49,NA,37.256627,-4.311662,"8-04-20 00:14:44","Córdoba"
"Privada","Hospital Residencia Jesús Nazareno","Calle Salazar 8","14600","Montoro","957 16 00 72",79,NA,38.024558,-4.382229,"7-05-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia de personas mayores Santa Magdalena","Carretera de Posadas Km. 2","14120","Fuente Palmera","955 90 27 00",38,"www.aproni.org/site/index.php/conoce-santa-magdalena",37.711687,-5.104961,"4-04-20 00:14:44","Córdoba"
"Pública local","Centro residencial municipal Santa Ana","Avenida de Andalucía 62","14413","Guijo (El)","957 15 91 11",26,NA,38.492724,-4.782753,"11-07-20 00:14:44","Córdoba"
"Privada","Residencia de mayores Nuestra Señora del Valle","Avenida Brillante 95","14012","Córdoba","957 40 17 72",47,NA,37.90395,-4.790221,"28-02-20 00:14:44","Córdoba"
"Pública local","Residencia municipal de mayores Antonio Mansilla","Calle Maestro Miguel López 9","14480","Alcaracejos","957 15 62 71",54,NA,38.386986,-4.968583,"1-08-20 00:14:44","Córdoba"
"Privada","Residencia La Fraternidad","Avenida Brillante 135","14012","Córdoba","957 28 13 56",24,"www.residenciadeancianoslafraternidad.com",37.90911,-4.793788,"4-04-20 00:14:44","Córdoba"
"Pública local","Residencia municipal para personas mayores San Miguel","Ronda Porcuna 2","14660","Cañete de las Torres","957 18 37 73",20,NA,37.86853,-4.313674,"14-07-20 00:14:44","Córdoba"
"Privada","C. R. M. Margarita Marín Pérez","Avenida Fuente de las Piedras s/n","14940","Cabra","957 52 27 68",58,"www.fundacionpromi.es/c-r-m-margarita-marin-perez",37.485883,-4.455055,"8-04-20 00:14:44","Córdoba"
"Pública local","Residencia municipal para personas mayores de Fuente-Tójar","Calle Antonio Machado 14","14815","Fuente-Tójar","957 55 64 33",19,"www.gruporeifs.com/nuestros-centros/residencia-para-mayores-reifs-fuente-tojar",37.511108,-4.14491,"17-04-20 00:14:44","Córdoba"
"Privada","Residencia Nuestra Señora de las Mercedes ARTECLINI","Calle Guadiana 10","14710","Córdoba","957 94 87 28",32,"arteclini.es",37.848784,-4.915213,"28-02-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia de ancianos Jesús Nazareno","Plaza Madre Isabel 8","14840","Castro del Río","957 37 00 12",83,NA,37.691859,-4.482315,"6-05-20 00:14:44","Córdoba"
"Privada","Residencia de ancianos Los Ángeles","Calle Córdoba 5","14290","Fuente Obejuna","957 58 42 45",39,NA,38.266969,-5.418036,"10-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia hogar Santa Susana","Calle Susana Benítez 9","14500","Puente Genil","957 60 02 98",50,NA,37.390639,-4.769408,"9-05-20 00:14:44","Córdoba"
"Pública local","Centro Andaluz de Alzheimer","Calle Pozoblanco 16 - 18","14480","Alcaracejos","957 15 60 68 / 957 15 60 70",63,"www.centroandaluzdealzheimer.com",38.389828,-4.966165,"9-04-20 00:14:44","Córdoba"
"Pública local","Residencia municipal de mayores Fernando Santos","Calle Fernando Santos 2","14450","Añora","957 15 12 78",42,NA,38.410551,-4.894154,"4-04-20 00:14:44","Córdoba"
"Privada","DomusVi Inmaculada Concepción","Calle Elio Antonio Nebrija 4","14500","Puente Genil","957 60 26 58",110,"www.domusvi.es/residencia-para-mayores-sarquavitae-inmaculada-concepcion",37.390076,-4.759835,"10-04-20 00:14:44","Córdoba"
"Privada","Vitalia Palma","Calle Panamá 2","14700","Palma del Río","957 71 00 33",120,"www.vitaliahome.es/project/palma/",37.697562,-5.274118,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia Mirasierra","Carretera de Villaviciosa 22","14012","Córdoba","957 28 19 01 / 957 76 73 00",27,"www.residenciamirasierra.es",37.91543,-4.798728,"6-07-20 00:14:44","Córdoba"
"Pública local","Residencia Municipal de Mayores Santa Ana","Calle Juego de Bolos 7","14448","Conquista","957 15 94 86",20,NA,38.408277,-4.499693,"9-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Fundación Mármol","Plaza de San Francisco 7 - 9","14800","Priego de Córdoba","957 54 06 43",36,NA,37.437262,-4.191791,"10-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Hogar San Francisco","Calle San Francisco 9","14850","Baena","957 67 01 42",58,NA,37.613644,-4.334928,"11-02-20 00:14:44","Córdoba"
"Privada","Vitalia San Rafael","Avenida Arroyo del Moro 32","14011","Córdoba","957 76 84 71",135,"www.vitaliahome.es/project/san-rafael/",37.892977,-4.798703,"9-04-20 00:14:44","Córdoba"
"Privada","Centro sociosanitario Vitalia Espiel","Camino Rosario Altolaguirre s/n","14220","Espiel","957 36 33 00",181,"www.vitaliahome.es/project/espiel/",38.189058,-5.028328,"9-04-20 00:14:44","Córdoba"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada","Residencia La Magdalena","Calle Magdalena 16","14460","Dos Torres","957 13 41 28",29,"fasanjuandedios.es/centros/residencia-mayores-la-magdalena/",38.445968,-4.894106,"4-04-20 00:14:44","Córdoba"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada sin fin de lucro","Residencia San Pablo","Calle Escritora Rocío Moragas 1","14009","Córdoba","957 76 07 72",40,NA,37.867278,-4.769504,"5-04-20 00:14:44","Córdoba"
"Privada","Orpea Córdoba Sierra","Calle Alcalde Guzmán Reina s/n","14012","Córdoba","957 40 17 40",150,"orpea.es/centros-residencias/centro-dia-residencia-ancianos-cordoba-sierra",37.9014,-4.78521,"13-07-20 00:14:44","Córdoba"
"Pública local","Residencia municipal Guadalquivir","Calle Libertador Simón Bolívar s/n (esq. C/ Libertador H. y Costilla)","14013","Córdoba","957 76 04 62",99,"www.vitaliahome.es/project/cordoba/",37.8599,-4.78125,"26-07-20 00:14:44","Córdoba"
"Privada","Residencia de personas mayores María Auxiliadora","Calle Julio Arteche 3","14005","Córdoba","957 46 02 59",38,"www.residenciamariaauxiliadora.es",37.880236,-4.810353,"25-04-20 00:14:44","Córdoba"
"Pública local","Residencia Alcalde Antonio Pulido","Calle Médico Almagro 1","14812","Almedinilla","957 70 21 62",30,NA,37.438981,-4.090269,"8-04-20 00:14:44","Córdoba"
"Privada","Fundación Benéfica Particular Hospital de Jesús Nazareno","Calle Benedicto XV 1","14400","Pozoblanco","957 77 02 32",70,NA,38.378668,-4.850157,"12-04-20 00:14:44","Córdoba"
"Privada","Residencia de ancianos El Salvador","Calle Fuente de la Cava 1","14412","Pedroche","957 13 70 50 / 957 13 72 07",147,NA,38.429879,-4.765251,"28-02-20 00:14:44","Córdoba"
"Pública autonómica","Residencia de mayores de Priego de Córdoba","Plaza Juan Pablo II s/n","14800","Priego de Córdoba","957 54 29 68",68,"www.geiss96.es",37.435716,-4.194347,"11-07-20 00:14:44","Córdoba"
"Pública local","Residencia municipal de personas mayores","Plaza de España 9","14880","Luque","957 66 77 91",25,NA,37.559786,-4.276514,"9-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia de ancianos Divino Maestro","Calle Cardenal Herranz Casado 1","14850","Baena","957 67 03 86",37,NA,37.614294,-4.32528,"10-04-20 00:14:44","Córdoba"
"Privada","Residencia de personas mayores La Bella","Calle Camino Ancho s/n","14270","Hinojosa del Duque","957 33 30 36",41,"www.residenciademayoresdelabella.com",38.490545,-5.12405,"11-04-20 00:14:44","Córdoba"
"Pública local","Residencia de mayores","Calle Ejido s/n","14410","Torrecampo","957 15 54 54",44,NA,38.472079,-4.681419,"11-07-20 00:14:44","Córdoba"
"Pública local","Residencia municipal Santa Teresa de Jesús","Calle José Marrón 99","14910","Benamejí","957 53 08 40",70,NA,37.270674,-4.541489,"8-04-20 00:14:44","Córdoba"
"Privada","Residencia Castilla","Avenida Brillante 62","14012","Córdoba","957 40 15 07",27,NA,37.902035,-4.788784,"4-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Hogar Residencia San Rafael","Calle Santa Teresa Jornet 14","14550","Montilla","957 65 03 03",99,NA,37.576754,-4.641383,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia San Juan de Dios","Calle Calzada 1","14900","Lucena","957 50 01 23",79,"fasanjuandedios.es/centros/residencia-mayores-san-juan-de-dios/",37.405759,-4.487184,"5-04-20 00:14:44","Córdoba"
"Privada","Residencia Hospital San Sebastián","Plaza Nuestro Padre Jesús Nazareno s/n","14700","Palma del Río","957 64 31 61",102,"rhsansebastian.wixsite.com/2016",37.699394,-5.282498,"17-04-20 00:14:44","Córdoba"
"Privada","DomusVi Remedios","Avenida de Córdoba 98","14920","Aguilar de la Frontera","957 66 21 80",120,"www.domusvi.es/residencia-mayores-cordoba-remedios",37.526044,-4.654273,"6-07-20 00:14:44","Córdoba"
"Privada","Residencia Hermanos Muñoz Cabrera","Ronda Los Muñoces 62","14400","Pozoblanco","957 77 04 46",95,"residenciahermanosmunozcabrera.com",38.376993,-4.85296,"28-02-20 00:14:44","Córdoba"
"Pública local","Centro residencial Virgen del Castillo","Calle Prolongación C/ Carnicería s/n","14810","Carcabuey","957 55 34 69",27,NA,37.443408,-4.27048,"9-04-20 00:14:44","Córdoba"
"Pública local","Centro Residencial José Lázaro Civill","Calle Chile 25","14100","Carlota (La)","957 30 21 27",52,NA,37.670272,-4.939669,"10-04-20 00:14:44","Córdoba"
"Privada","Residencia Santísimo Cristo de los Remedios","Calle La Iglesia 1","14540","Rambla (La)","957 68 40 13",64,NA,37.608391,-4.740374,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia Córdoba Centro","Calle Cronista Rey Díaz 2","14006","Córdoba","957 22 22 00",106,"orpea.es/centros-residencias/residencia-ancianos-cordoba-centro",37.894115,-4.781552,"20-07-20 00:14:44","Córdoba"
"Privada","Residencia para mayores Virgen del Rosario","Plaza de la Dirección 1","14200","Peñarroya-Pueblonuevo","957 56 70 34",112,"www.shispania.es/virgen_del_rosario.html",38.299533,-5.270783,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia de mayores Virgen de los Remedios","Calle Córdoba 6","14240","Belmez","957 57 33 00",39,NA,38.272079,-5.208365,"4-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia Sagrada Familia","Plaza María Josefa Fernández Benítez 1","14250","Villanueva del Duque","957 12 63 94",70,"residenciavillanuevadelduque.blogspot.com/",38.39428,-5.000885,"8-04-20 00:14:44","Córdoba"
"Privada","Centro Residencial para personas mayores Jesús Nazareno","Calle Moreno de Pedrajas s/n","14440","Villanueva de Córdoba","957 12 00 47",67,NA,38.3186,-4.63046,"10-07-20 00:14:44","Córdoba"
"Pública local","Residencia Isidoro Fernández","Carretera de Villaralto a Villanueva del Duque s/n","14490","Villaralto","957 15 02 98",50,NA,38.450371,-4.983839,"11-07-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia Juan Crisóstomo Mangas","Calle Juan Crisóstomo Mangas 1","14960","Rute","957 53 82 45 / 957 53 82 24",88,"www.juancrisostomomangas.com",37.324321,-4.371019,"9-04-20 00:14:44","Córdoba"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Privada sin fin de lucro","Casa Nuestra Señora del Carmen","Calle El Carmen 19","14470","Viso (El)","957 12 71 08",48,"www.casaresidencialelcarmen.com",38.48447,-4.955412,"6-07-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia de ancianos Jesús Nazareno","Calle Buen Suceso 1","14001","Córdoba","957 48 43 75",109,NA,37.887919,-4.771518,"3-04-20 00:14:44","Córdoba"
"Privada","Centro Residencial San Juan de Dios","Plaza de la Constitución 4","14800","Priego de Córdoba","957 54 15 02",40,NA,37.438831,-4.194881,"31-01-20 00:14:44","Córdoba"
"Pública autonómica","Residencia Séneca","Calle Conquistador Ordoño Álvarez 4","14010","Córdoba","957 75 33 15",64,"grupoelyate.es/residencia-seneca/",37.879765,-4.764089,"4-04-20 00:14:44","Córdoba"
"Pública local","Residencia San Juan de Dios","Plaza del Obispo Pérez Muñoz s/n","14550","Montilla","957 02 29 79",44,"www.monsecor.net",37.5842,-4.63754,"4-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Residencia Nuestra Señora de la Sierra","Avenida de Andalucía 43","14940","Cabra","957 52 01 55",100,NA,37.475575,-4.437228,"28-02-20 00:14:44","Córdoba"
"Privada","Centro residencial Virgen de Luna","Avenida de Cardeña 22","14440","Villanueva de Córdoba","957 12 14 87",32,"residenciavirgendeluna.com",38.32187,-4.61902,"8-04-20 00:14:44","Córdoba"
"Pública local","Residencia Nuestra Señora de África","Calle Muralla 1","14491","Santa Eufemia","957 15 81 66",42,"www.santaeufemia.es/ayuntamiento/residencia_municipal_de_mayores",38.594962,-4.903203,"8-04-20 00:14:44","Córdoba"
"Pública local","Residencia Nuestra Señora de Gracia de Alcantarilla","Carretera Comarcal 420 3","14280","Belalcázar","957 14 65 34",48,NA,38.577698,-5.162882,"4-06-20 00:14:44","Córdoba"
"Pública local","Vivienda tutelada municipal para mayores","Calle Carrera 48","14920","Aguilar de la Frontera","957 66 13 93",4,NA,37.516654,-4.655657,"10-11-20 00:14:44","Córdoba"
"Privada","Centro residencial La Casa Grande","Calle Rafael Onieva Ariza 18","14850","Baena","957 66 52 81",107,NA,37.615563,-4.319656,"19-07-20 00:14:44","Córdoba"
"Privada","Residencia Ilunion Sociosanitario Baena","Calle Córdoba 14 - Urb. El Zambudio","14850","Baena","957 02 10 00",140,"sociosanitario.ilunion.com/servicios/centros-residenciales/andalucia-cordoba/baena-residencia-para-mayores-y-unidad-de",37.594149,-4.322217,"4-04-20 00:14:44","Córdoba"
"Privada","Centro residencial San Juan de la Cruz","Calle Buen Pastor 22","14003","Córdoba","957 76 09 50",92,NA,37.880611,-4.78159,"11-07-20 00:14:44","Córdoba"
"Privada","Residencia San José","Avenida de España 30","14800","Priego de Córdoba","957 54 06 38",75,"www.fundacionarjonavalera.es/servicios/residencia-de-mayores/",37.439846,-4.205711,"13-07-20 00:14:44","Córdoba"
"Privada","Vitalia Posadas","Calle Médicos Sin Fronteras s/n","14730","Posadas","957 63 20 24",103,"www.vitaliahome.es/project/posadas",37.805235,-5.100192,"4-08-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Fundación Residencia Hospital de Jesús Nazareno","Calle Caridad 8","14270","Hinojosa del Duque","957 14 07 62",53,"www.residenciajesusnazareno.es",38.501166,-5.146772,"5-04-20 00:14:44","Córdoba"
"Pública local","Residencia municipal de mayores","Calle Camino de la Mimbre 4","14210","Villaharta","957 36 21 69 / 957 36 70 92",39,"www.geron.es/residencia/esidencia-mayores-villaharta-cordoba",38.138562,-4.900405,"12-07-20 00:14:44","Córdoba"
"Pública autonómica","Centro residencial para personas mayores Parque Figueroa","Avenida del Mediterráneo s/n","14011","Córdoba","957 00 42 00",124,NA,37.893008,-4.8021,"8-04-20 00:14:44","Córdoba"
"Privada sin fin de lucro","Hogar San Rafael","Calle Buen Pastor 1","14003","Córdoba","957 47 70 17",150,NA,37.881354,-4.781777,"11-02-20 00:14:44","Córdoba"
"Privada","Residencia de mayores Santa Bárbara","Avenida José Simón de Lillo s/n","14200","Peñarroya-Pueblonuevo","957 56 15 07",98,NA,38.2997,-5.26644,"6-07-20 00:14:44","Córdoba"
"Privada","Residencia Fundación Hospital San Juan de Dios","Calle Eduardo Sotomayor 2","14650","Bujalance","957 17 15 64",33,NA,37.895963,-4.382144,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia de San Andrés","Calle Frailes 18","14002","Córdoba","957 49 19 81",34,"fasanjuandedios.es/centros/residencia-mayores-san-andres/",37.890659,-4.766694,"31-08-20 00:14:44","Córdoba"
"Privada","Centro residencial El Mirador","Urbanización La Cigarra Baja 32","14720","Almodóvar del Río","957 33 81 33 / 629 34 24 82 / 690 63 71 87",46,"www.residenciaelmirador.com",37.8551,-4.96919,"26-07-20 00:14:44","Córdoba"
"Privada","Residencia de mayores Santísima Trinidad","Calle Lope de Hoces 12","14003","Córdoba","957 29 30 04",64,NA,37.882807,-4.784059,"23-03-20 00:14:44","Córdoba"
"Privada","Residencia Nuestra Señora de los Dolores","Plaza de Capuchinos 6 - 7","14001","Córdoba","957 47 60 57",72,NA,37.887961,-4.777034,"22-04-20 00:14:44","Córdoba"
"Privada","Fundación Residencia Santa María","Plaza de la Compañía 5","14002","Córdoba","957 47 85 25",41,NA,37.883412,-4.778175,"4-04-20 00:14:44","Córdoba"
"Privada","Residencia y vivienda tutelada para la 3ª edad Princesa","Avenida Brillante 156","14012","Córdoba","957 27 23 73",33,"www.residenciaprincesa.com",37.916683,-4.801709,"11-07-20 00:14:44","Córdoba"
"Privada","El Yate - Nueva Luna","Carretera Nacional IV Km. 393 - A","14610","Córdoba","957 32 08 08",121,"grupoelyate.es/residencia-el-yate/",37.921927,-4.694232,"6-07-20 00:14:44","Córdoba"
"Privada","Centro Residencial Además","Calle Escritora Gloria Fuertes (esq C/ Francisco Ortega)","14004","Córdoba","957 76 45 33",23,"www.alzheimercordoba.es",37.875614,-4.794384,"3-04-20 00:14:44","Córdoba"
"Privada","Residencia de ancianos La Obra de la Señora","Travesía de los Rosales 11","15011","Coruña (A)","981 25 62 39",59,NA,43.375569,-8.426502,"3-04-20 00:14:44","A Coruña"
"Privada","Residencia Los Arcángeles","NA Lugar de Feros 53","15883","Teo","981 80 74 53 / 647 78 55 26",36,"www.residencialosarcangeles.com",42.817912,-8.540549,"5-04-20 00:14:44","A Coruña"
"Privada","Fogar Residencial Parque Zapateira","Avenida Nova York 5 C - A","15008","Coruña (A)","881 85 00 19",18,"www.residenciazapateira.com",43.32892,-8.403451,"13-05-20 00:14:44","A Coruña"
"Pública autonómica","Residencia de maiores da Pobra do Caramiñal","Calle Venecia 48","15940","Pobra do Caramiñal (A)","881 86 62 70",48,NA,42.600591,-8.939989,"4-04-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia La Milagrosa","Avenida de Cádiz 5","15008","Coruña (A)","981 16 90 75",64,"www.centrolamilagrosa.es",43.348293,-8.412054,"10-04-20 00:14:44","A Coruña"
"Privada","Residencia geriátrica La Luz","NA Ameixeiral 46","15168","Sada","637 70 25 27 / 981 62 21 44",55,"www.residencialaluz.net",43.356429,-8.290237,"21-03-20 00:14:44","A Coruña"
"Privada","Residencia Portazgo","NA Río Quintas 31","15009","Coruña (A)","881 85 00 50",76,"residencia-mayores-portazgo.negocio.site",43.327897,-8.387509,"18-01-20 00:14:44","A Coruña"
"Pública autonómica","Viviendas comunitarias I y II","Calle Padres Pasionistas s/n","15800","Melide","981 50 71 33",24,NA,42.920372,-8.020732,"20-02-20 00:14:44","A Coruña"
"Privada","Residencia Bellolar","Carretera Santuario de Santa Gema 31","15006","Coruña (A)","616 97 66 64",24,"www.residenciabellolar.com",43.330646,-8.386968,"12-04-20 00:14:44","A Coruña"
"Pública autonómica","Centro Residencial Concepción Arenal","Calle Sebastián Martínez Risco 11","15009","Coruña (A)","981 17 41 88",150,"www.domusvi.es/residencia-mayores-la-coruna-concepcion-arenal",43.342181,-8.401646,"3-04-20 00:14:44","A Coruña"
"Privada","Vivienda comunitaria El Hogar","Avenida Montserrat 15 - 3º - Edif. Mirador de Eiris","15009","Coruña (A)","981 29 45 80 / 981 17 38 35 / 655 69 35 96",12,NA,43.337306,-8.391567,"5-08-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia San José de Arzúa y Apartamentos tutelados","Calle Consuelo Agra s/n","15810","Arzúa","981 50 03 36",102,"www.fundacionsanrosendo.es/residencia-san-jose",42.925047,-8.165047,"12-04-20 00:14:44","A Coruña"
"Privada","La Rectoral de Artes","NA Lugar Outeiro 51","15969","Ribeira","981 83 56 13",22,"www.residenciacentrodediaartes.com",42.574222,-9.005566,"6-05-20 00:14:44","A Coruña"
"Privada sin fin de lucro","Residencia Santa Olalla","NA Lugar Codeso 30","15881","Boqueixón","981 51 21 51",68,"www.fundacionsanrosendo.es/residencia-santa-olalla",42.802229,-8.401624,"12-04-20 00:14:44","A Coruña"
