,Titularidad,Nombre,Dirección,CP,Municipio,Teléfono,Plazas,URL,Latitud,Longitud,Actualizado,Provincia,geometry
1267,Privada sin fin de lucro,Residencia de personas mayores San Antón,Calle La Cañada s/n,9229.0,Balbases (Los),947 16 55 29 / 608 44 16 97,49.0,,42.216184999999996,-4.067039,8-04-20 00:14:44,Burgos,POINT (-4.067039 42.216185)
1268,Pública provincial,Residencia de Ancianos Fuentes Blancas - Diputación,Paraje Fuentes Blancas s/n,9193.0,Burgos,947 48 48 50 / 947 22 47 50,203.0,,42.338879999999996,-3.6322160000000006,5-05-20 00:14:44,Burgos,POINT (-3.632216000000001 42.33888)
1269,Pública autonómica,Residencia Virgen de las Viñas,Avenida Orfeón Arandino 10,9400.0,Aranda de Duero,947 54 62 74,130.0,,41.656206,-3.6879419999999996,4-04-20 00:14:44,Burgos,POINT (-3.687942 41.656206)
1270,Privada sin fin de lucro,Residencia Sagrada Familia,Avenida Santa Teresa Jornet s/n,9400.0,Aranda de Duero,947 50 25 86 / 947 50 25 00,156.0,,41.667,-3.69449,11-07-20 00:14:44,Burgos,POINT (-3.69449 41.667)
1271,Privada,Centro Multiservicios Sierra de la Demanda,Camino de San Roque s/n,9692.0,Canicosa de la Sierra,979 12 00 26,50.0,,41.936288,-3.0377810000000003,26-01-20 00:14:44,Burgos,POINT (-3.037781 41.936288)
1272,Privada,Residencia de 3ª edad Condesa Mencía 2,Calle Teruel 4,9001.0,Burgos,947 27 78 50,101.0,www.residenciacondesamencia.es,42.33048,-3.7061699999999997,7-08-20 00:14:44,Burgos,POINT (-3.70617 42.33048)
1273,Privada sin fin de lucro,Residencia El Carmen,Avenida del Monasterio de las Huelgas 7,9001.0,Burgos,947 26 16 67 / 947 26 54 00,36.0,www.carmiseuropa.org/es/contenido/?idsec=386,42.337218,-3.713447,3-04-20 00:14:44,Burgos,POINT (-3.713447 42.337218)
1274,Privada,Residencia de mayores Río Arlanza,Avenida de la Estación 32 A,9600.0,Salas de los Infantes,947 38 08 97,100.0,www.residenciarioarlanza.es,42.017787,-3.2894550000000002,5-04-20 00:14:44,Burgos,POINT (-3.289455 42.017787)
1275,Privada,Vitalia Jardín,Calle Obispo Tobar s/n,9130.0,Tardajos,947 45 14 28,162.0,www.vitaliahome.es/project/jardin/,42.3504,-3.8188699999999995,3-04-20 00:14:44,Burgos,POINT (-3.81887 42.3504)
1276,Privada,Residencia de mayores Conde de Haro,Calle Victoria Balfé 38,9006.0,Burgos,947 21 17 13,45.0,www.residenciasancianosburgos.es,42.362075,-3.677429,3-04-20 00:14:44,Burgos,POINT (-3.677429 42.362075)
1277,Privada,Residencia El Almendro,Calle Hermanas Garilleti Manso 1,9342.0,Santa María del Campo,947 17 40 84,25.0,residenciaelalmendro.com,42.133165999999996,-3.9714709999999998,4-04-20 00:14:44,Burgos,POINT (-3.971471 42.133166)
1278,Privada,Hogar residencia El Racimo,Carretera Los Arenales s/n,9390.0,Villalmanzo,947 17 01 55,49.0,www.residenciaelracimo.com,41.824452,-3.494367,6-04-20 00:14:44,Burgos,POINT (-3.494367 41.824452)
1279,Privada,Centro Gerontológico de Burgos,Calle Bernardino Obregón 9,9001.0,Burgos,947 25 79 40,93.0,www.gerontologicodeburgos.com,42.337325,-3.721604,3-04-20 00:14:44,Burgos,POINT (-3.721604 42.337325)
1280,Privada,Casa rural para la 3ª edad,Avenida Andrés de Cerezo 57,9270.0,Cerezo de Río Tirón,947 58 33 26,20.0,,42.490435,-3.138236,3-04-20 00:14:44,Burgos,POINT (-3.138236 42.490435)
1281,Privada,Gerovida Burgos,Calle Sagrada Familia 22,9006.0,Burgos,947 04 06 78,95.0,gerovida.es/centros/burgos/centro-gerovida-en-burgos,42.351682000000004,-3.6916019999999996,11-08-20 00:14:44,Burgos,POINT (-3.691602 42.351682)
1282,Pública local,Residencia Virgen de Manciles,Calle Vista Alegre 22,9340.0,Lerma,947 17 21 29,42.0,www.mensajerosdelapazcyl.org,42.024823,-3.752671,3-04-20 00:14:44,Burgos,POINT (-3.752671 42.024823)
1283,Pública local,Residencia de 3ª edad Valle de Tobalina,Carretera de Miranda 66,9210.0,Valle de Tobalina,947 35 87 21,75.0,www.residenciavalletobalina.com,42.791856,-3.274822,5-04-20 00:14:44,Burgos,POINT (-3.274822 42.791856)
1284,Privada sin fin de lucro,Residencia Santa Teresa de Jesús Jornet,Campus Poza 73,9007.0,Burgos,947 48 52 12,208.0,,42.360946999999996,-3.6600870000000003,8-03-20 00:14:44,Burgos,POINT (-3.660087 42.360947)
1285,Privada,Residencia Época Burgos,Calle Alonso de Cartagena 6 - 8,9005.0,Burgos,947 24 22 00 / 639 14 17 88 / 630 67 50 60,12.0,www.residenciaepocaburgos.com,42.348511,-3.698521,5-04-20 00:14:44,Burgos,POINT (-3.698521 42.348511)
1286,Privada sin fin de lucro,Residencia de Religiosas Angélicas,Calle Azorín 2,9005.0,Burgos,947 27 42 51,99.0,,42.345462,-3.699047,4-04-20 00:14:44,Burgos,POINT (-3.699047 42.345462)
1287,Privada,Hogar Residencial Real y Antigua II,Calle Huesca 4,9001.0,Burgos,947 26 90 47,27.0,,42.329759,-3.706604,26-04-20 00:14:44,Burgos,POINT (-3.706604 42.329759)
1288,Privada,Residencia Ciudad de Miranda,Carretera del Orón 67 - 69,9200.0,Miranda de Ebro,947 34 72 70,120.0,www.residencia-ciudadmiranda.com,42.676961,-2.971788,8-04-20 00:14:44,Burgos,POINT (-2.971788 42.676961)
1289,Privada,Residencia La Fuente,Campus Rosario 2,9194.0,Ibeas de Juarros,947 42 00 69,41.0,www.residencialafuente.com,42.253411,-3.587024,7-05-20 00:14:44,Burgos,POINT (-3.587024 42.253411)
1290,Privada,Residencia San Juan Bautista,Calle Cordón 12,9110.0,Castrojeriz,947 37 74 14,59.0,,42.28884,-4.142383000000001,4-04-20 00:14:44,Burgos,POINT (-4.142383000000001 42.28884)
1291,Pública local,Residencia Virgen de la Guía,Calle La Fuente 14,9670.0,Quintanar de la Sierra,947 39 61 78,32.0,,41.982438,-3.038417,4-04-20 00:14:44,Burgos,POINT (-3.038417 41.982438)
1292,Pública autonómica,Residencia mixta de personas mayores Burgos I,Calle Cortes s/n,9002.0,Burgos,947 26 43 75 / 947 26 96 43,260.0,,42.336082,-3.684615,4-04-20 00:14:44,Burgos,POINT (-3.684615 42.336082)
1293,Privada,Centro de mayores Los Jazmines,Calle Jaén 2 - bajo,9007.0,Burgos,947 47 46 51,52.0,www.residencialosjazmines.com,42.358915,-3.6636800000000003,17-08-20 00:14:44,Burgos,POINT (-3.66368 42.358915)
1294,Privada,Residencia de 3ª edad Rodríguez de Celis,Calle Obispo Rey 2,9100.0,Melgar de Fernamental,947 37 37 86,57.0,,42.404955,-4.242932,11-04-20 00:14:44,Burgos,POINT (-4.242932 42.404955)
1295,Pública local,Residencia de la Tercera Edad Condado de la Revilla,Calle del Molino s/n,9574.0,Merindad de Valdeporres,947 13 81 92,49.0,,43.008726,-3.739529,10-07-20 00:14:44,Burgos,POINT (-3.739529 43.008726)
1296,Privada,Residencia hogar María de Molina,Calle Cañada del Príncipe Felipe 1,9460.0,Milagros,947 54 82 19 / 947 54 82 27,39.0,,41.579344,-3.695922,7-07-20 00:14:44,Burgos,POINT (-3.695922 41.579344)
1297,Privada,Centro Residencial Vital,Calle San Agustín 8,9200.0,Miranda de Ebro,947 33 03 63,40.0,www.crvital.com,42.685066,-2.946709,8-03-20 00:14:44,Burgos,POINT (-2.946709 42.685066)
1298,Privada,Residencia Carcedo,Calle Las Tres Cruces 2,9193.0,Carcedo de Burgos,947 56 07 85,24.0,,42.285939,-3.620624,2-08-20 00:14:44,Burgos,POINT (-3.620624 42.285939)
1299,Pública autonómica,Residencia de personas mayores Las Merindades,Calle Complejo Residencial 3,9550.0,Villarcayo de Merindad de Castilla la Vieja,947 13 20 56,48.0,www.clecemayores.com/es/residencia/18/las-merindades/,42.943314,-3.566449,10-04-20 00:14:44,Burgos,POINT (-3.566449 42.943314)
1300,Privada,Residencia Parque Félix,Calle Fundación Sonsoles Ballve 2 - 4,9007.0,Burgos,947 65 69 90,45.0,residenciaparquefelix.com,42.363341,-3.6675940000000002,10-04-20 00:14:44,Burgos,POINT (-3.667594 42.363341)
1301,Pública provincial,Residencia San Miguel del Monte,Carretera de Miranda a Tirgo Km. 5,9200.0,Miranda de Ebro,947 56 61 66 / 947 56 60 50,99.0,www.burgos.es/centros-y-sedes/centros-residenciales-tercera-edad/residencia-san-miguel-del-monte,42.6412,-2.9702900000000003,9-04-20 00:14:44,Burgos,POINT (-2.97029 42.6412)
1302,Privada,Residencia de 3ª edad Nuestra Señora del Rosario,Calle Conde de Haro 17,9006.0,Burgos,947 24 51 98,25.0,www.residenciasancianosburgos.es,42.362357,-3.6766059999999996,15-07-20 00:14:44,Burgos,POINT (-3.676606 42.362357)
1303,Privada,Residencia de personas mayores Santa María,Calle Santamaría 18 - 20,9120.0,Villadiego,947 36 04 18 / 947 36 04 15,80.0,,42.516038,-4.006632,6-05-20 00:14:44,Burgos,POINT (-4.006632 42.516038)
1304,Privada,Residencia Virgen del Campo,Calle Francisca Gómez-Salazar 12,9572.0,Valle de Valdebezana,947 15 30 45,20.0,,42.969795,-3.787719,21-07-20 00:14:44,Burgos,POINT (-3.787719 42.969795)
1305,Privada sin fin de lucro,Residencia de personas mayores Santa María La Mayor,Calle La Estación 11,9600.0,Salas de los Infantes,947 38 07 50,49.0,,42.020478000000004,-3.28789,4-04-20 00:14:44,Burgos,POINT (-3.28789 42.020478)
1306,Privada,Residencia geriátrica Los Tomillares,Carretera de Logroño Km. 102,9193.0,Castrillo del Val,947 42 18 15,83.0,www.residenciatomillares.com,42.333724,-3.574854,5-04-20 00:14:44,Burgos,POINT (-3.574854 42.333724)
1307,Privada,Hogar residencia Marqués de Berlanga,Calle Marqués de Berlanga 25 - 29,9006.0,Burgos,947 12 32 89,43.0,,42.362026,-3.678439,13-12-20 00:14:44,Burgos,POINT (-3.678439 42.362026)
1308,Privada,Residencia de personas mayores Reina Amalia,Calle Mencía de Velasco 21,9240.0,Briviesca,947 59 06 43,24.0,,42.546294,-3.321077,11-07-20 00:14:44,Burgos,POINT (-3.321077 42.546294)
1309,Privada,Residencia La Milagrosa,Avenida Príncipe de Asturias 6,9240.0,Briviesca,947 59 00 13,89.0,,42.549888,-3.321106,7-07-20 00:14:44,Burgos,POINT (-3.321106 42.549888)
1310,Privada,Gerovida Celada,Calle Obispo Frumencio Escudero 13,9226.0,Celada del Camino,947 41 11 43,43.0,gerovida.es/centros/burgos/centro-gerovida-en-celada-del-camino,42.261786,-3.936435,10-08-20 00:14:44,Burgos,POINT (-3.936435 42.261786)
1311,Privada,Residencia de personas mayores Reina Amalia II,Calle Los Sauces 22,9240.0,Briviesca,947 59 06 43,35.0,,42.546105,-3.320535,27-09-20 00:14:44,Burgos,POINT (-3.320535 42.546105)
1312,Pública estatal,Residencia militar Nuestra Señora del Perpetuo Socorro I y II,Calle Reina Leonor s/n,9001.0,Burgos,947 20 59 75,71.0,,42.337632,-3.71865,5-05-20 00:14:44,Burgos,POINT (-3.71865 42.337632)
1313,Privada,Residencia Santa María la Real,Calle El Convento s/n,9312.0,Tórtoles de Esgueva,947 55 16 12,34.0,residenciatortoles.com,41.816937,-4.0203169999999995,11-04-20 00:14:44,Burgos,POINT (-4.020316999999999 41.816937)
1314,Privada,Residencia Geriátrica San Miguel,Calle Valdecañas 38,9471.0,Fuentespina,947 51 59 14,142.0,sanmiguelresidencia.es,41.635556,-3.685806,17-05-20 00:14:44,Burgos,POINT (-3.685806 41.635556)
1315,Privada,Hogar Residencial Real y Antigua,"Calle Los Titos 6 - 8, bajo",9007.0,Burgos,609 96 96 27,20.0,,42.353491999999996,-3.6718319999999998,26-04-20 00:14:44,Burgos,POINT (-3.671832 42.353492)
1316,Pública local,Centro Geriátrico Río Lobos,Calle Norte 24,9660.0,Hontoria del Pinar,947 38 61 33,23.0,,41.849932,-3.157178,8-04-20 00:14:44,Burgos,POINT (-3.157178 41.849932)
1317,Privada,Residencia Nuestra Señora de Cantonad,Calle Eladio Bustamante 37,9580.0,Valle de Mena,947 12 60 28,63.0,,43.102563,-3.278743,20-08-20 00:14:44,Burgos,POINT (-3.278743 43.102563)
1318,Privada,La Saleta Burgos,Calle Llanillo 13 - 15,9195.0,Villagonzalo Pedernales,947 29 49 82,101.0,,42.306403,-3.7318050000000005,9-04-20 00:14:44,Burgos,POINT (-3.731805 42.306403)
1319,Privada,Hogar Residencia San Julián y San Quirce,Calle Barrantes 1,9003.0,Burgos,947 20 18 47,101.0,www.barrantes.org,42.339203999999995,-3.7076800000000003,15-04-20 00:14:44,Burgos,POINT (-3.70768 42.339204)
1320,Privada,Residencia de ancianos Ciudad de Aranda,Carretera Sinovas Km. 0.6,9400.0,Aranda de Duero,947 51 40 95,69.0,www.residencia-ciudadaranda.com,41.6801,-3.67993,3-04-20 00:14:44,Burgos,POINT (-3.67993 41.6801)
1321,Privada,Residencia de la 3ª edad Las Candelas,Camino Malcavado s/n,9451.0,Caleruega,947 53 40 88,40.0,,41.82458,-3.490303,26-07-20 00:14:44,Burgos,POINT (-3.490303 41.82458)
1322,Privada sin fin de lucro,Residencia Virgen del Carmen de Trespaderne,Calle Santa Ana s/n,9540.0,Trespaderne,947 30 40 12,68.0,,42.808067,-3.387571,10-07-20 00:14:44,Burgos,POINT (-3.387571 42.808067)
1323,Privada,Residencia Nuestra Señora del Carmen,Calle Progreso 18 - 22,9560.0,Espinosa de los Monteros,947 12 00 86,60.0,,43.075415,-3.5496220000000003,18-07-20 00:14:44,Burgos,POINT (-3.549622 43.075415)
1324,Privada,Residencia para mayores Santa Ana,Camino del Monasterio s/n,9680.0,Palacios de la Sierra,947 39 32 04,36.0,www.larescyl.org/Residencia-para-Mayores-Santa-Ana-LARES-CASTILLA-Y-LEON.html,41.969128000000005,-3.125205,26-04-20 00:14:44,Burgos,POINT (-3.125205 41.969128)
1325,Privada,Residencia Plaza Real,Calle Federico Martínez Varea 4 - 6,9006.0,Burgos,947 25 57 77,185.0,www.residenciaplazareal.com/burgos,42.351863,-3.6913730000000005,4-04-20 00:14:44,Burgos,POINT (-3.691373 42.351863)
1326,Pública provincial,Residencia de mayores San Agustín,Plaza de San Agustín s/n,9001.0,Burgos,947 26 43 20 / 947 26 43 21,99.0,www.burgos.es/centros-y-sedes/centros-residenciales-tercera-edad/residencia-san-agustin,42.3341,-3.7034800000000003,8-03-20 00:14:44,Burgos,POINT (-3.70348 42.3341)
1327,Privada,Residencia Bellavista,Calle Severo Ochoa 25,9006.0,Burgos,947 25 76 76,69.0,bellavistaresidencia.com,42.353015,-3.6776400000000002,4-04-20 00:14:44,Burgos,POINT (-3.67764 42.353015)
1328,Privada,Residencia San Vicente,Carretera de Sopeñano s/n,9589.0,Valle de Mena,947 12 63 33,22.0,resisanvicente.com,43.07829,-3.339014,26-01-20 00:14:44,Burgos,POINT (-3.339014 43.07829)
1329,Privada,Residencia de ancianos Virgen del Carmen,Urbanización Cantonad s/n,9589.0,Valle de Mena,947 12 65 91,24.0,www.actiweb.es/residencialezana/,43.083462,-3.34544,26-01-20 00:14:44,Burgos,POINT (-3.34544 43.083462)
1330,Privada,Residencia de 3ª edad Los Parralillos,Calle Condes de Berberana 6 - 8,9001.0,Burgos,947 46 17 30,65.0,,42.337711999999996,-3.72517,4-04-20 00:14:44,Burgos,POINT (-3.72517 42.337712)
1331,Privada,Hogar Residencia Doña Jimena,Calle Duque de Frías 24,9006.0,Burgos,947 24 32 36,32.0,www.residenciajimena.es,42.3616,-3.679275,25-08-20 00:14:44,Burgos,POINT (-3.679275 42.3616)
1332,Privada,Hogar Residencial de la Tercera Edad El Salvador,Plaza El Salvador s/n,9006.0,Burgos,947 29 32 70,26.0,www.hogarresidenciaelsalvador.com,42.374596000000004,-3.69214,4-04-20 00:14:44,Burgos,POINT (-3.69214 42.374596)
1333,Privada,Residencia Ciudad del Bienestar,Paseo Virgen de las Viñas s/n,9400.0,Aranda de Duero,947 67 00 67,100.0,www.ciudaddelbienestar.com,41.677562,-3.689686,8-04-20 00:14:44,Burgos,POINT (-3.689686 41.677562)
1334,Privada,Residencias Santa Águeda y Plaza de la Catedral,Calle Santa Águeda 6,9003.0,Burgos,947 27 31 64 / 947 65 92 00,61.0,residenciasantaagueda.com,42.339985999999996,-3.70575,26-04-20 00:14:44,Burgos,POINT (-3.70575 42.339986)
1335,Privada,Residencia de 3ª edad Las Eras,Calle San Roque s/n,9491.0,Vadocondes,947 52 80 62,40.0,,41.638697,-3.575047,5-04-20 00:14:44,Burgos,POINT (-3.575047 41.638697)
1336,Privada,Fundación San Lázaro,Avenida de Burgos 38,9250.0,Belorado,947 58 06 28,44.0,,42.417678,-3.199722,3-04-20 00:14:44,Burgos,POINT (-3.199722 42.417678)
1337,Privada,Residencia Los Monteros,Paseo de la Castellana 3,9560.0,Espinosa de los Monteros,947 14 37 04,25.0,,43.078294,-3.55401,17-07-20 00:14:44,Burgos,POINT (-3.55401 43.078294)
1338,Privada,Residencia Puerta de Mena,Carretera Bilbao a Reinosa s/n (parc. 1645),9580.0,Valle de Mena,947 12 61 36 / 679 86 97 99,43.0,,43.12745,-3.262143,14-04-20 00:14:44,Burgos,POINT (-3.262143 43.12745)
1339,Privada,Residencia San Dionisio - Fundación Familia Zaldo,Calle Sagrada Familia 30,9260.0,Pradoluengo,947 58 60 22,98.0,,42.325806,-3.204282,3-04-20 00:14:44,Burgos,POINT (-3.204282 42.325806)
1340,Pública autonómica,Residencia mixta para mayores Don Francisco Hurtado de Mendoza y Doña María Mardones,Camino Callejonda 2,9200.0,Miranda de Ebro,947 34 78 30,191.0,,42.681961,-2.951837,8-04-20 00:14:44,Burgos,POINT (-2.951837 42.681961)
1341,Privada,Élite Residencia,Camino de Frandovínez s/n,9130.0,Rabé de las Calzadas,947 45 12 95,91.0,eliteresidencia.com,42.3384,-3.83278,3-04-20 00:14:44,Burgos,POINT (-3.83278 42.3384)
1342,Privada,Residencia para personas mayores Nuestra Señora del Carmen,Carretera La Vid s/n,9410.0,Peñaranda de Duero,91 860 25 93,46.0,,41.682881,-3.479525,21-05-20 00:14:44,Burgos,POINT (-3.479525 41.682881)
1343,Privada,Hogar Horizonte Residencia,Calle Condesa Mencía 131,9006.0,Burgos,947 24 17 13,24.0,,42.359621000000004,-3.679472,24-04-20 00:14:44,Burgos,POINT (-3.679472 42.359621)
1344,Privada,Residencia El Acebo,Calle Obdulio Fernández 9,9006.0,Burgos,947 22 32 37 / 947 21 66 64,40.0,,42.346334999999996,-3.68338,5-04-20 00:14:44,Burgos,POINT (-3.68338 42.346335)
1345,Privada,Hospital Residencia Asistida La Luz,Calle Duratón 2,9400.0,Aranda de Duero,947 50 01 50,76.0,www.hralaluz.es,41.66215,-3.6944019999999997,21-07-20 00:14:44,Burgos,POINT (-3.694402 41.66215)
1346,Privada sin fin de lucro,Centro asistencial de las Hermanas Hospitalarias,Calle Delicias 11,9005.0,Burgos,947 27 60 60,67.0,www.hospitalariasburgos.es,42.346482,-3.6997379999999995,4-04-20 00:14:44,Burgos,POINT (-3.699738 42.346482)
1347,Pública provincial,Residencia de adultos asistidos Fuentes Blancas - Diputación,Paraje Fuentes Blancas s/n - blq. 1,9193.0,Burgos,947 48 34 66,150.0,,42.338184999999996,-3.6377089999999996,21-07-20 00:14:44,Burgos,POINT (-3.637709 42.338185)
1348,Privada,Residencia Nuestra Señora de la Piedad,Calle de la Cava 48,9410.0,Peñaranda de Duero,947 55 21 08,39.0,,41.688589,-3.4778290000000003,13-05-20 00:14:44,Burgos,POINT (-3.477829 41.688589)
1349,Privada,Residencia Lazarillo de Tormes,Calle Lazarillo de Tormes 4,9006.0,Burgos,947 41 47 68,65.0,www.lazarillodetormes.es,42.363347999999995,-3.6675839999999997,5-04-20 00:14:44,Burgos,POINT (-3.667584 42.36334799999999)
1350,Privada,Residencia de mayores Valle del Cuco Ribera del Riaza,Avenida Castilla s/n,9462.0,Adrada de Haza,947 53 14 65,48.0,www.valledelcuco.com,41.596902,-3.822919,31-07-20 00:14:44,Burgos,POINT (-3.822919 41.596902)
1351,Privada,Residencia de Personas Mayores Caja de Burgos,Avenida Cantabria 35,9006.0,Burgos,947 22 22 00,138.0,www.cajadeburgos.com/asistencia-solidaridad/residencia-de-mayores.html,42.354324,-3.691133,4-04-20 00:14:44,Burgos,POINT (-3.691133 42.354324)
1352,Pública autonómica,Residencia 3ª edad Sierra de Gata,Avenida Virgen de Guadalupe s/n,10860.0,Gata,927 01 57 05 / 927 01 57 06,40.0,,40.238240000000005,-6.598744,6-07-20 00:14:44,Cáceres,POINT (-6.598744 40.23824)
1353,Pública local,Residencia de mayores,Calle Granado 11,10883.0,Portaje,927 14 67 43,34.0,,39.916965000000005,-6.563638,15-02-20 00:14:44,Cáceres,POINT (-6.563638 39.916965)
1354,Pública local,Residencia de mayores San Blas,Calle Retamar 3,10329.0,Valdecañas de Tajo,927 54 20 21,13.0,www.valdecanasdetajo.es/instalaciones-municipales/-/publicador/instalaciones-municipales-pisos-tutelados-y-cnetro-de-dia-san-blas/Q0tD3tJJPFpv,39.760003000000005,-5.619236,3-04-20 00:14:44,Cáceres,POINT (-5.619236 39.760003)
1355,Pública local,Residencia Santiago Apóstol,Paseo de los Niños 15,10374.0,Navezuelas,927 15 16 29,16.0,,39.506679,-5.437301000000001,15-02-20 00:14:44,Cáceres,POINT (-5.437301000000001 39.506679)
1356,Pública local,Residencia geriátrica Catalina Curiel,Travesía José María Oriol s/n,10350.0,Almaraz,927 54 40 85 / 927 54 40 08,42.0,,39.813375,-5.678636,6-05-20 00:14:44,Cáceres,POINT (-5.678636 39.813375)
1357,Privada,Residencia de ancianos San Nicolás de Bari,Calle Hospital 23,10800.0,Coria,927 50 02 02,79.0,,39.984209,-6.540247,8-04-20 00:14:44,Cáceres,POINT (-6.540247 39.984209)
1358,Privada,Residencia Mirasierra,Avenida Lusitania s/n,10840.0,Moraleja,927 19 32 16 / 638 05 19 53,29.0,www.residenciamirasierra.net,40.059162,-6.6654029999999995,19-08-20 00:14:44,Cáceres,POINT (-6.665403 40.059162)
1359,Privada,Residencia El Romeral,Camino de la Hondonera 2,10310.0,Talayuela,927 66 70 61,97.0,www.residenciaelromeral.es,39.983928000000006,-5.61722,4-04-20 00:14:44,Cáceres,POINT (-5.61722 39.98392800000001)
1360,Pública local,Residencia La Casa Blanca,Travesía Carretera de Extremadura s/n,10896.0,Perales del Puerto,927 51 41 94,46.0,,40.158597,-6.678595,15-02-20 00:14:44,Cáceres,POINT (-6.678595 40.158597)
1361,Privada,Residencia de mayores San Martín de Porres,Avenida García Siñeriz 192,10100.0,Miajadas,927 34 73 27,58.0,residenciasanmartinporres.wordpress.com,39.143987,-5.925128,3-04-20 00:14:44,Cáceres,POINT (-5.925128 39.143987)
1362,Pública local,Residencia de ancianos Angelita Olgado,Paseo de La Habana 16,10550.0,Aliseda,927 27 73 53,57.0,,39.42608,-6.694988,14-08-20 00:14:44,Cáceres,POINT (-6.694988 39.42608)
1363,Pública local,Residencia de mayores,Camino de las Charcas 2,10161.0,Arroyomolinos,927 38 50 02,24.0,,39.180415999999994,-6.158945,30-03-20 00:14:44,Cáceres,POINT (-6.158945 39.18041599999999)
1364,Pública local,Residencia de válidos municipal Santísimo Cristo del Humilladero,Carretera de Botija s/n,10184.0,Torremocha,927 12 73 61,22.0,,39.3494,-6.1662,7-05-20 00:14:44,Cáceres,POINT (-6.1662 39.3494)
1365,Pública local,Residencia de mayores Amada Corral,Calle Los Huertos s/n,10160.0,Alcuéscar,927 38 45 19,58.0,www.laconsolacion.com/r-g-amada-corral,39.179945000000004,-6.233446,3-05-20 00:14:44,Cáceres,POINT (-6.233446 39.179945)
1366,Privada,"Residencia geriátrica Novoger Miajadas, S. L.",Avenida García Siñeriz 74,10100.0,Miajadas,927 16 11 59,57.0,www.novoger.com,39.152291999999996,-5.914238,31-07-20 00:14:44,Cáceres,POINT (-5.914238 39.152292)
1367,Pública local,Residencia de mayores,Calle Alperchín s/n,10230.0,Herguijuela,667 58 30 32,20.0,,39.373915999999994,-5.760107,31-07-20 00:14:44,Cáceres,POINT (-5.760107 39.37391599999999)
1368,Pública local,Pisos tutelados para personas mayores de Almoharín,Calle Virgen de Sopetrán s/n,10132.0,Almoharín,927 38 62 24,17.0,www.laconsolacion.com/almoharin,39.174215999999994,-6.042351,6-07-20 00:14:44,Cáceres,POINT (-6.042351 39.17421599999999)
1369,Pública local,Residencia con pisos tutelados de Riolobos,Travesía Escuelas 7,10693.0,Riolobos,927 45 30 15,34.0,www.riolobos.es/instalaciones-municipales/-/publicador/instalaciones-municipales-centro-residencial/Q0tD3tJJPFpv,39.919593,-6.302453,9-05-20 00:14:44,Cáceres,POINT (-6.302453 39.919593)
1370,Privada,Residencia Porta Coeli,Calle Cruz de los Ángeles s/n,10200.0,Trujillo,927 32 25 80,60.0,,39.4652,-5.87295,15-05-20 00:14:44,Cáceres,POINT (-5.87295 39.4652)
1371,Pública local,Residencia de mayores Virgen de Guadalupe,Carretera de Guadalupe s/n,10331.0,Carrascalejo,927 55 50 51,46.0,,39.642801,-5.216682,5-04-20 00:14:44,Cáceres,POINT (-5.216682 39.642801)
1372,Pública local,Residencia San Miguel,Camino del Convento s/n,10892.0,San Martín de Trevejo,927 14 42 96,50.0,,40.21568,-6.801672999999999,7-07-20 00:14:44,Cáceres,POINT (-6.801672999999999 40.21568)
1373,Pública local,Residencia de mayores,Avenida España 7,10198.0,Santa Marta de Magasca,927 28 40 21,34.0,,39.510132,-6.100543,7-05-20 00:14:44,Cáceres,POINT (-6.100543 39.510132)
1374,Pública local,Residencia Santa Ana,Calle Caridad 31,10250.0,Garciaz,927 33 20 59,18.0,,39.411621000000004,-5.630032,14-02-20 00:14:44,Cáceres,POINT (-5.630032 39.411621)
1375,Pública local,Residencia de mayores,Calle Talavera 2,10380.0,Jaraicejo,927 33 60 04,20.0,,39.667094,-5.812822,14-02-20 00:14:44,Cáceres,POINT (-5.812822 39.667094)
1376,Pública local,Pisos tutelados de Cilleros,Avenida Virgen de Navelonga 18,10895.0,Cilleros,927 14 50 92,20.0,,40.115433,-6.791709,11-05-20 00:14:44,Cáceres,POINT (-6.791709 40.115433)
1377,Pública local,Centro Sociosanitario de Casatejada,Camino Real s/n,10520.0,Casatejada,927 54 70 82,30.0,,39.887316,-5.677579,11-05-20 00:14:44,Cáceres,POINT (-5.677579 39.887316)
1378,Privada,Centro de mayores Sierra de San Pedro,Carretera Nacional 630 Km. 582,10162.0,Casas de Don Antonio,927 38 32 58,79.0,www.centrodemayoressierradesanpedro.es,39.235232,-6.297528,8-04-20 00:14:44,Cáceres,POINT (-6.297528 39.235232)
1379,Pública autonómica,Residencia de mayores Virgen de la Luz,Paseo de Extremadura s/n,10900.0,Arroyo de la Luz,927 27 22 29,86.0,,39.481595,-6.57678,3-04-20 00:14:44,Cáceres,POINT (-6.57678 39.481595)
1380,Pública local,Piso tutelado de mayores de Malpartida de Plasencia,Plaza de Gabriel y Galán 3,10680.0,Malpartida de Plasencia,927 45 92 45,40.0,,39.979997,-6.04787,9-04-20 00:14:44,Cáceres,POINT (-6.04787 39.979997)
1381,Pública local,Residencia de mayores Rosario Terrón,Calle Angosta 1,10640.0,Casar de Palomero,927 43 60 02,30.0,,40.292676,-6.256991,25-02-20 00:14:44,Cáceres,POINT (-6.256991 40.292676)
1382,Privada,Fundación Condesa de la Encina - Residencia Nuestro Hogar,Carretera de Cáceres s/n,10950.0,Brozas,927 39 50 23,46.0,,39.616692,-6.765963,12-04-20 00:14:44,Cáceres,POINT (-6.765963 39.616692)
